predicted_label,komentar
sosial kemanusiaan,nyimak
sosial kemanusiaan,rispect banget bang fery manusia beliau lupa kondisi badan operasi
sosial kemanusiaan,nice kak ferry
sosial kemanusiaan,moga bang feri serta team sehat slalu masyarakat udah tau yg peduli
sosial kemanusiaan,sumpah bingung pegang bijak indo isi orang orang gak kompeten tp pingin tampil orang kompeten sisih takut sistem bobrok berubahterimakasih bang ferry doa depan orang orang kompetensi abang pegang bijak negara cinta perintah anjing
sosial kemanusiaan,butuh orang yg amanah kayak rakyat karna bantu yg masuk posko bantu syarat yg kk atw ktp ambil bantu selamat aja mreka syukur kadang heran tega bgt jujur langkat bupati nampak daerah paloh nipah isolasi sdh mggu mreka lapar sumpah bobrok bgt
kebijakan pemerintah,perintah gak
kebijakan pemerintah,wahhh parahh sih ga liat sekaliii org perintah yg jaga lalang
kebijakan pemerintah,perintah poke
sosial kemanusiaan,terima kasih
sosial kemanusiaan,wow tuan murah hati sekali
sosial kemanusiaan,tahnks
sosial kemanusiaan,haru syukur bang fery bang jovi masyarakat indonesia turun tangan bantu dukung bentuk hati tulus saudarasaudara korban banjir tulus energi konstruktif teladan masyarakat indonesia sehat umur senantiasa lindung tuhan maha kuasa
sosial kemanusiaan,respect rawan partisipan korban tenaga ide kontribusi korban dampak musibah banjir bandang galodo aceh sumatera utara sumbar allah balas jerih payah bro fery irwandi darah rantau kuat sehatsehat bro ferry irwandi untuk manusiamanusia negeri gerak hati bantu materi doa musibah fantastik semangat sama mudahmudahan tancap sanubari aamin semangat juang negeri allahu akbar
pembalakan liar,cekam sosial media heehh
sosial kemanusiaan,saudara ku tahan ya please sampe situasi pulih doa saudara
sosial kemanusiaan,mantap bang
sosial kemanusiaan,bang ferry donasi
sosial kemanusiaan,terima kasih bung aceh long sayang
sosial kemanusiaan,moga allah swt lindung team yg libat utk salur bencana bg ferrynya tetes keringat yg keluar ibadah ya allah gak tega lihat
sosial kemanusiaan,mensos mana ya
sosial kemanusiaan,liter bensin rb knpa ad yg manfaat
sosial kemanusiaan,andai gue orng yg pergi kesana bang gue banget rawan
sosial kemanusiaan,semangat bang ferry irawadi bantu materi tenaga doa moga berkah hidup
pembalakan liar,perintah blm nyuruh tni yg sangkut tidak nya bersih akses jalan buka akses jalan heran nya beruk sosmed yg gk tuju darurat nasional pdhl emg tangan nya lambat
kebijakan pemerintah,negara bangnegara kaya sda tp rakyat hidup nya gk makmurpajak rakyat hasil sda alam trs keruk tp rakyat menderitanegara bang
sosial kemanusiaan,up
sosial kemanusiaan,gak gue milyaran elu ngeluarin duit pribadi bang sehat bang
sosial kemanusiaan,sehat sehat ya bang
kebijakan pemerintah,yg komplen pimpin pilih rakyatjadi kalo kyk gin rakyat musti tobat
sosial kemanusiaan,era masyarakat
sosial kemanusiaan,ko ya minim bantu gila sih
sosial kemanusiaan,semangat doa ferry serta bapakibu juang bersamasama sana you are guys are the real heroes we salute you moga amal amanah gusti mboten sare
sosial kemanusiaan,mana pimpin suara kemarin liat pilih mu ga makan parah sih kondisi sentuh bantu
alih fungsi hutan,usaha sawit turun bantu
kebijakan pemerintah,presiden ma jabat sibuk acara golkar
sosial kemanusiaan,ken kesana gmn
kebijakan pemerintah,perintah indonesia perintah yg tau politik korupsi bencana yg bantu klarifikasi indo sarang koruptor nyaman koruptor
kebijakan pemerintah,ngapain sih bang smpe segitunya padhal oranh yg gaji gede tanggung jawan smpe abang udab bgumpulin donasi gede aja merek cuek cuek anjinh aja gak ngerasa malu gitu jdi males bayar pajak
sosial kemanusiaan,bang fery alat bor air tanah ajar dr gaza jajah gaza yg llakukan air bor
sosial kemanusiaan,gilak nonton bentar udah aja orang bbm sampe bisnisin saat kondisi kaya gin
sosial kemanusiaan,kampung gak banjir dampak dagang cari sempat susah karna tinggal kab langkat belanja kuala simpang
sosial kemanusiaan,aneh bro fery sampe koq perintah ngga ya
sosial kemanusiaan,salut bg feri
sosial kemanusiaan,y bener bg aceh tamiang parah banget jalan lintas aja air meter genang air puluh kilo meter lawat bekas air nya segitu semuatak darat alhamdulillah langsa parah moga cepat baik saudara ku
sosial kemanusiaan,buka donasi bang
sosial kemanusiaan,rakyat rakyat respect warga sipil
sosial kemanusiaan,nang gak air mata asa banget bang
alih fungsi hutan,coba sumur gali mas nyaring air gak mandi nyuci
sosial kemanusiaan,yg bilang aja iblis yg bacod media nyata lapang bikin sehat saudara ku orang
kebijakan pemerintah,perintah tri negri konoha ap ngga maluu pemerintahh emang anjing
sosial kemanusiaan,sehat sehat bang ferr
sosial kemanusiaan,sifer suruh mandi
sosial kemanusiaan,mantap kaka lanjut periode
kebijakan pemerintah,si termul dungu menhut rja hrsnya malu semalu ame bang fi klo msh otak manusia klo udah otak setan spt junjung jokowi gk ush harap
sosial kemanusiaan,bahagia oramg yg donasi nya tampung bang fery trs dg amanah bang fery crew salur bantu nya kpd orang yg butuh moga amal sodaqoh bantu rakyat indonesia dlm bentuk apa baik balas olh allah dg balas yg lbh limpah aamiin ya robbal alamiin
sosial kemanusiaan,semangat sehat abang yg hati
sosial kemanusiaan,salut utk bang feri kawankawan
kebijakan pemerintah,pajakin mulu susah hasil pajak rakyat bantu rakyat perintah ngapain coba
sosial kemanusiaan,semangat bang ferry irwandi doa baik abang team rawan bantu warga yg papar bencana banjir debris wilayah aceh sumatera utara sumatera barat
kebijakan pemerintah,gw gak bayar pajak
sosial kemanusiaan,shock liat truck sampe tumpuk cepet sembuh ya temanteman sumatera thank a lot kak ferry n kak jovi ready bantu tementemen jaga sehat
sosial kemanusiaan,alas keras kaya tolong relawanhebat
sosial kemanusiaan,semangat bang sukses selalu
sosial kemanusiaan,bupati ngungsi ga ga lihat warga pdhl warga keos gitu
sosial kemanusiaan,terimakasih abang ferry temen rawan libat moga allah jaga abang teman rawan jaga sehat selamat kuat warga dampak bencana moga allah balas timpal pimpin dzolim warga
sosial kemanusiaan,moga kuat saudarku
sosial kemanusiaan,demo ferry bencana ferry ferry ferry ferry teruss
sosial kemanusiaan,gua ngefrans banget orang
kebijakan pemerintah,oe oeepejabat negara mana
sosial kemanusiaan,ya allah semangat bang
pembalakan liar,kayak hewan mayoritas jabat bangsa jabat bangsat yg moral dik sang khianat nama jokodok
pembalakan liar,adakan donasi
pembalakan liar,jaguar kicau andre suhen
sosial kemanusiaan,sehat sehat bang moga allah jaga tim
sosial kemanusiaan,umur bng feery sehat amin
sosial kemanusiaan,ajar lu monokotil krem
pembalakan liar,bbm ecer jt liter menit
sosial kemanusiaan,klw komunikasi abng orng peduli indonesia lingkung hidup akun youtube nya jaguar kicau andre suhen
sosial kemanusiaan,jalan buat keren makasih bang
sosial kemanusiaan,ya allah kuat korban bencana panitia org yg bantu turun wilayah yg isolir lindung ya allah yg tinggal smg hustle khotimah aamiin allahumma aamiin
alih fungsi hutan,persaan jalan isi pohon sawit miris
pembalakan liar,rakyat jabat tolol mang jabat
sosial kemanusiaan,bang ferr keren bngt
sosial kemanusiaan,rakyat yg peduli kmn pimpin jabat daerah negara dtg foto carmuk aja bantuin nggak omg nta byk teori nya bagus no act maju trs rakyat indonesia
pembalakan liar,bodo bilang cekam media sosial bodo bencana udah skala national butuh atensi
sosial kemanusiaan,jaguar kicau
sosial kemanusiaan,ga ga nang lihat daerah rusa parah mobilitas sedia sumber daya minim banget please buka mata hati nganggep nggak buruk medsos moga kawankawan kuat tabah tolong korban duka cita korban moga cerah musibah aamiin
pembalakan liar,andre suhen
sosial kemanusiaan,lekas pulih semangat bang ferry
sosial kemanusiaan,ya allah kuat manusia
sosial kemanusiaan,mu
sosial kemanusiaan,moga perintah nonton konten biar sadar fakta sana merinding banget dengar nyata masyarakat
sosial kemanusiaan,cok gak ajak bang
sosial kemanusiaan,thank you bgt bang feri cinta kasih abang utk saudara yg timpa bencana jujur haru bangga bgt abng sehat ya bang tuhan kati
sosial kemanusiaan,ferry irwandi for mister
sosial kemanusiaan,terima kasih bang
sosial kemanusiaan,kayak m open donasi bg fer
sosial kemanusiaan,indo butuh sasar aja mending dah negara
sosial kemanusiaan,sehat n sukses y ms ferry irwandi cs bs bantu
kebijakan pemerintah,bikin sumur cepat aja bang kamar mandi wese bang
sosial kemanusiaan,sehat bang ferry lancar amanah donasi sampe kota trakhir
sosial kemanusiaan,makasih bang ferry
sosial kemanusiaan,semangat bang ferry moga saudara sedih bngett kmren temen jawa hama udah sampe wlpun bawa bantu dkit moga manfaat saudara wlpun jawa hama kataaiin tpi ikhlass bantu moga saudara
kebijakan pemerintah,sy indonesia timur dr sumatra tp dlm hati gak henti bilang terima kasihterima kasihterima kasihbuat rawan perintah pusat gak tau ngomong
sosial kemanusiaan,terima kasih bang ferry bantu saudara sana kayak nyess kasi loh gama bermingguminggu hari tinggal lapar moga saudara sana cepat baik pulih
sosial kemanusiaan,terima kasih bang ferry irwandi salah influenser turun langsung terima kasih rakyat indonesia
sosial kemanusiaan,sehat sehat bang serta tim
sosial kemanusiaan,semangat orang baikk
pembalakan liar,bilang cekam sosial media visitnya mana visit doang minim anggar efek korup
sosial kemanusiaan,gbu bro tim
sosial kemanusiaan,rb botol
alih fungsi hutan,sedih sakit banget sampe detik maaf undur presiden ngerayain hut parpol pidato nol empati bangga sawit
sosial kemanusiaan,terima kasih bang wakil rakyat indonesia much love jawa barat
sosial kemanusiaan,batakallah
sosial kemanusiaan,rakyat indonesia bangga bang feri tim kerja baik insyaallah bawa berkah semangat
pembalakan liar,prabowo angkat ferry menteri sosial
pembalakan liar,haru dengernya tt
sosial kemanusiaan,alhamdulillah salur lempar helikopter si anu asih makan hewan ternak hancur bantu apbn pajak rakyat
sosial kemanusiaan,terima kasih bang fer teman udah bantu sehat umur serah utk inspirasi orangorang utk buat baik respect bang dri video abang sy paham perintah butuh cambuk butuh malu utk ambil sikap gerak bang
sosial kemanusiaan,tabung engkau bang la haula walakuata illabillah
kebijakan pemerintah,ntar yg demo bingun orang perintah an
sosial kemanusiaan,selamat syukur bang fery udah sampek langkat bg
sosial kemanusiaan,korban bencana tinggal makan d ungsi rumah butuh bantu pangan nya depan semangat kang
sosial kemanusiaan,andai pake dron bawa bawa barang ada mantau bantu warga sulit area
pembalakan liar,ayo dukung bang ferry jadi bang ferry presiden gk jabat
sosial kemanusiaan,terimakasih kasih bg fery
kebijakan pemerintah,demo biar angkat bencana nasional
sosial kemanusiaan,saking banjir mobil tetumpuk tsunami
pembalakan liar,orang si milik usaha kebun sawitdan si milik tambang mas si milik usaha kayuikut tanggung ngasih donasi korban banjir yg menimpasumutsumbar acehkarena langsung libat longsor banjir bandang
kebijakan pemerintah,perintah kntll
sosial kemanusiaan,hina tua gendut
kebijakan pemerintah,juta liter wkwkwwkwk ketawa menang emang ga orang anjng perintah
alih fungsi hutan,salah gak sih kalo gam
sosial kemanusiaan,asli aceh tamiang yg d tanah rantau terimakasih yg besar bg ferry kawan yg peduli jenguk bantu pribadi menang juang bg ferry tanah lahir terima kasih bang abang emang orang yg respect
kebijakan pemerintah,indonesia presiden ya mala presiden hadir lepas atlet seagame rakyat sumatera susah anda besok kiamat laku bencana nasional keluar
kebijakan pemerintah,udah bantu dr perintah good job bos tepuk tangan perintah endonesiah
sosial kemanusiaan,kasi yg dalam dalam bantu yg mlah bnyak yg jarah pikirin aja saudara yg dalam mlah jarah bantu yg kmren temen udah stopp suruh turuninnpdhal bnyak temen kalean yg butuh
sosial kemanusiaan,barakallah bang ferry tim moga lancar salur
sosial kemanusiaan,buka donk donasi sya donasi
sosial kemanusiaan,bg tolong bikin gera abg buek mgkn gelombang ubah generasi muda rumus suara milu transparan kontrol org hebat milik kapasitas tarimokasih da ferry moga uda sehat lindung allah swt
sosial kemanusiaan,man power mesti rawan provinsi dekat jambi riau bantu turun lapang
sosial kemanusiaan,semangat bang ferry jaga sehat tim doa dr batas jateng jatim snnts serta tim god bless
sosial kemanusiaan,terima kasih bang ferry tmen smua
sosial kemanusiaan,hahhhhhhhhhhhhhhh bensin liter rb ya allah
sosial kemanusiaan,motor anak mami bang
sosial kemanusiaan,gak komen bang fery salut saudara sumatera dampak semangat tahan
sosial kemanusiaan,mundur aja prabowo kalo gak atas
sosial kemanusiaan,respect
kebijakan pemerintah,perintah mana iniikutilah langkah abang ferry inikordinasi gimana
pembalakan liar,beneran post apocalyptic betapa keri
pembalakan liar,malu bangeeet presiden bisabisanya bilang baik wapresnya dateng nyatetin keluh korban kek nyatetin sen makan resto
sosial kemanusiaan,ferry team nya salur bantu donatur yg duli keausahan rakyat tuhan kati
sosial kemanusiaan,enciiiiin meong
sosial kemanusiaan,pls status bencana nasionallll
sosial kemanusiaan,terima kasih donasi terima kaish lapang terimaksih hebat nunggu perintah terima kasih
sosial kemanusiaan,temen lu opung lumut nogo wajib tanggung fer
pembalakan liar,lanjut bang ferry tuhan orang abangdan moga tuhan mengakat abang salah jabat negara yg amanah bang sy doa amin
sosial kemanusiaan,jaga sehat slalu sehat bg
sosial kemanusiaan,dah nggak tau komen tau bang makasih udah informasi dll keren bang
sosial kemanusiaan,bukti yg kaya masyarakat jabat maaf fakta
sosial kemanusiaan,salut bang fery
sosial kemanusiaan,karna tamak gelintir babi gerogot bumi
sosial kemanusiaan,bang semangatt bangggggg
kebijakan pemerintah,sumpah bang kaya fallout
sosial kemanusiaan,udah kota mati kek apocalypse moga tabah bntuan
alih fungsi hutan,sekolah jaman ajar jernih air udah hilang ya asa anak sd kasih ajar jernih aer modal nya cuman kerikil pasir serabut kain arang kayu aroma jernih kalo aer nya destilasi sederhana ambil embun nya aja nya kayu limpah
sosial kemanusiaan,brp kosong gaess
kebijakan pemerintah,bencana nya gak nasionalis gak masuk bencana nasional
sosial kemanusiaan,sakit yg alami langsung
sosial kemanusiaan,warga mana nyinyir donasi m gaakan fery cari panggung dsb malu tonton betapa getir saudara betapa jujur fery dkk bantu betapa bantu bentuk solidaritas warga negara manusia bukti warga bantu warga giat bukti negara kalah sigap warga lindung penuh hormat hak asasi nya
sosial kemanusiaan,lu mulia tri angkat karung kemarin
sosial kemanusiaan,terima kasih orangorang moga ubah bantu perintah sipil pelosok perintah power bidang berita lirik media internasional bantu negara indonesia negara palestina moga donasi m jabat publik sepenuh gantung masyarakat indonesia sepele tanggung amanah orangorang
komentar biasa,ga ngerti dah inikita tinggal mn ini
sosial kemanusiaan,sehat abangkuh sodara sana yg kena bencana
sosial kemanusiaan,terima kasih
kebijakan pemerintah,negara serasa ngga pimpin ya
pembalakan liar,saking jernih nya kualitas video gue ai loh truk angkut
sosial kemanusiaan,influencer yg bener peduli yg turun lapang langsung
sosial kemanusiaan,makasih bang feri rawan allah swt yg dpt membls baik
sosial kemanusiaan,terima kasih orang baiksemoga rezeki lancar
sosial kemanusiaan,terimaksi bang ferry irwandy teman sumatra moga kuat hadap coba sprti rahayu
sosial kemanusiaan,gk sehatsehat bang fery irwandi rawan respect donasi nya habismasih warga bantu donasi tahap laku
sosial kemanusiaan,terimakasi bang
sosial kemanusiaan,yg rakyat bantu rakyat miris banget
komentar biasa,ko propinsi gubernur diem aja ya ga solidaritynya
sosial kemanusiaan,butuh triliun utk recovery dar utk bersih jalan mudah lewat
sosial kemanusiaan,sehat sehat masyarakat
sosial kemanusiaan,bang kalo makan makan yg beli jakarta kayak tentara gak panci minyak bang
sosial kemanusiaan,bg i can feel u sumpah nang jg
sosial kemanusiaan,bang ferry tim rawan terima kasih banget ya udah bikin dokumentasi salur bantu moga sehat ya bang
sosial kemanusiaan,terimakasih yaaa bang ferry rekan rekann sehat sehat kaliannn
sosial kemanusiaan,feriri
alih fungsi hutan,lekas sembuh sumatera
sosial kemanusiaan,haru banget terimakasih bg ken banget kesana rawan sungguh miris perintah bahan konten
sosial kemanusiaan,tolong share no rek bang
kebijakan pemerintah,jabat tri kontol
sosial kemanusiaan,w bg feri team
sosial kemanusiaan,gua influencer yg atta halilintar rafi ahmad dedi corbuzier bobon santoso irfan hakim
sosial kemanusiaan,barakallahu fiik rawan moga uji allah ganti lipat baik moga allah sehat utk moga bencana geser kubu jabat zalim yg ga ad empati ga sentuh hukum moga allah tunjuk kuasa ny allah milik langit bumi isiny mudah allah azab orang yg ga sentuh hukum manusia allahumma aamiin
sosial kemanusiaan,salam cerdas sy dukung fery kemensos
kebijakan pemerintah,simpel aja bang nyalonin presiden sih milu urus pilih nya tinggal siap rencana negara aja bang sekian
sosial kemanusiaan,ga org pimpin
sosial kemanusiaan,hosteggamingudah lanjur asai orangorang yah bang
sosial kemanusiaan,pln mana aja listrik padam
sosial kemanusiaan,terima kasih banget warga indonesia donasi moga hasil donasi bernanfaat ringan beban
sosial kemanusiaan,tau fakta lucu prabowo ga tau sana fery liat prabowo percaya bawah penghianat rakyat ngasih lapor palsu bilang baik bawah
sosial kemanusiaan,bang ferry best
sosial kemanusiaan,parabowo gibran tolong tolong tolongini rakyat mu rakyat yg pilih mu dengar rasa ambil tindak nyata
sosial kemanusiaan,jabat hilang lane
sosial kemanusiaan,untung juta rakyat tanggung sakit duka maaf berita baik mas layak manusia
sosial kemanusiaan,sehat juang manusia rawan timtim kerja keras lapang
kebijakan pemerintah,luu manfaat sih bang perintah bayar pajak
kebijakan pemerintah,perintah sadar gak sih baikbaik
sosial kemanusiaan,bang please banget lihat kota lintang bawahkota lintang tanahplease bang
pembalakan liar,nunggu channel clos the dor karna yg letnan toaknya keras telinga jabat asli mewek beut liat video bg ferry
kebijakan pemerintah,perintah anjinggg
komentar biasa,next lupa pake rompi panggul beras bang nyindir makhluk citra
kebijakan pemerintah,perintah gk malu bantu pake pasang foto presiden main pahlawan an kah perintah makasih bang ferry buka fakta kondisi yg sedih
sosial kemanusiaan,ya allah mewek banget ngeliat big thanks tim rawan dampak sabar allah moga bencana antara naik derajat aamiin thanks bang ferry and tim
kebijakan pemerintah,malu liat kerja perintah
sosial kemanusiaan,alhamdulillah indonesia anak muda abang moga bawa indonesia sejahtera adil makmur aamiin semangat juang rakyat
sosial kemanusiaan,napi yg bina bawa turun lapang utk bantu baik jln yg rusak bantu bersih kota pasca banjirdari kurung makan turu aja bagus bawa lapang biar guna pertiwi dgn catat yg atur kalo kurang org
sosial kemanusiaan,masyaallah sehat sehat bang ferry team moga mudah urus mudah bangkit hidup normal korban bencana amin ya rabbal alamin
kebijakan pemerintah,ga liput tv nasional asek asek cinta aja
pembalakan liar,si carmuk
sosial kemanusiaan,rakyat rakyat
sosial kemanusiaan,buka donasi
sosial kemanusiaan,ga rasa air mata netes sendirinyasehat semua
kebijakan pemerintah,daerah jangkau perintah sok soan nolak bantu asing kalo gw warga sumatra udah merdeka biar warga sumatera netapin status darurat bantu antek antek asing masuk
sosial kemanusiaan,respect salute
sosial kemanusiaan,sebagaiwarganegarakm ucap trimakasihkpd na ridan kawantelahberusahamembantusaudarakamisesamawarganegarakm merasakandanmenangismelihatsaudarakmkemamusibahapa yg naperylakukanberdama kawanmenjadiamalkebaikansalamdarikmwargajabar
sosial kemanusiaan,terima kasih bang ferry rakyat indonesia
sosial kemanusiaan,sembuh sehat fer
sosial kemanusiaan,semangat bang fery
kebijakan pemerintah,biar dunia busuk perintah indonesia
sosial kemanusiaan,segitu banyak orang indonesia cinta negara hasrat duniawi jabat semangatt ferry sehatsehat
sosial kemanusiaan,pikir logika gimana cerita sampe truck tumpang tindih banjir parah dimedsos
sosial kemanusiaan,bang ferysebernarnya bantu wajib abangtapi sumpahaku nang liat kerja keras abangliat effort abang kerja perintah sendiribang fery semangat bangkami belakang abang
sosial kemanusiaan,getar hati gw nonton
sosial kemanusiaan,halo jabat pimpin negara indonesia cinta malu yg laku kelak tanggung dunia akhirat gotong royong bantu rakyat pimpin senang senang rumah yg hangat
alih fungsi hutan,kirikanan lihat sawit korupppp
sosial kemanusiaan,alhamdulillah bang fery moga sehat lindung allah swt
sosial kemanusiaan,warga bantu warga
sosial kemanusiaan,anggota dewan jabat gak malu bang fery beliau berharihari titik titik tuk salur bantu si ono jam numpang foto doang
sosial kemanusiaan,mobil sampe numpuk gtu lho
sosial kemanusiaan,orang ngaku iq nya bikin donasi sok keren sok ganteng banget sih lu anjing
pembalakan liar,halah buzzer tll ngapain
pembalakan liar,ngapain lu like komentar lu
pembalakan liar,wowkeowkwok buzzer nyari beras lu
sosial kemanusiaan,buzzer buzzer
sosial kemanusiaan,cpnsimperlu tau milyar kasih orang udah habis kalok thailand norak si asu irwandi
sosial kemanusiaan,makasih bang ferry sehat abang tim
sosial kemanusiaan,alhamdulillahmsh orang yg peduli lebih yg sdh amanah jabat meikrarkan layan rakyat promosi
sosial kemanusiaan,true hero berkah slalu bang ferry tim smoga slalu d lindung allah dlm bantu saudara smua d sumatra
sosial kemanusiaan,parah banget bencana negeri konoha peran perintah minim tangan bencana indonesia selesai jabat cekat empat langsung tuntas bantu alir deras sabar ya warga konoha salam hangat indonesia
sosial kemanusiaan,alhamdulillah
kebijakan pemerintah,konoha doang perintah gak guna goblok yuk satu nepalkan
sosial kemanusiaan,daerah halban batas sumut aceh
sosial kemanusiaan,sehat bang moga indonesia baik
sosial kemanusiaan,bang elu butuh man power gua bantu bang gua bantu bang gua bener gugah elu temen
pembalakan liar,ges milih pilih kompeten bidang nya penting partai
sosial kemanusiaan,trimakasih orang
sosial kemanusiaan,jaga sehat bang ngrokok lu rangin dikit
sosial kemanusiaan,salut bang ferry tim moga tuhan balas baik tim sumbang
kebijakan pemerintah,mending gitu gak jkt pulih ketimbang kritik
sosial kemanusiaan,bact lnte
kebijakan pemerintah,mending lu nyari duit beli otak
sosial kemanusiaan,lari buzzer
sosial kemanusiaan,cpnsim influencer percaya lu donasi yg ngumpulin gak ikut donasi lu liat aja tahan klo gak kuat gak beda jabat yg kritik simple itu
pembalakan liar,elemenpetirbvlagi silahturahmi channel provokator si yapping alias tukang omong alias nggedabrus
pembalakan liar,sungguh mulia hati masferi terus kebaikankepedulian
sosial kemanusiaan,andai aja jabat kayak bang ferryalangkah damai indonesia
sosial kemanusiaan,orang cerdas beril berani bela adil orang jd jabat jabat yg tdr kasur empuk
pembalakan liar,abg hubung bg andre suhen you tuber aceh nama chanel ny sabun piple kolep bg irwandi
sosial kemanusiaan,bg ferry udah layak jdi ketua dpr ri
sosial kemanusiaan,mantab calon dpr nih bang ferry
pembalakan liar,sedih liat nya
sosial kemanusiaan,bro feri kawan kawan anak muda pemuda juang merdeka
sosial kemanusiaan,leader leader hebat
sosial kemanusiaan,bravo bang ferry irwandy crew nya sehat enerjikterimakasih nkri
sosial kemanusiaan,kalo open donasi bang nominal besarsetidak nya kontribusi masyarakat dampak
sosial kemanusiaan,terimakasih orang wargajagawarga fvck perintah
kebijakan pemerintah,udah harimasih yg blum tercoversemoga perintah cepat gerak cepatdgn sumber daya
sosial kemanusiaan,mantap
sosial kemanusiaan,lekas baik indonesia
sosial kemanusiaan,tahan ya semua
sosial kemanusiaan,kalimat makasih dik lahir aceh tinggal jakarta ayahanda adik sanak family isolir dalam aceh utara desa geudumbak langkah alhamdulillah selamat nyawa udh sambung sinyal skrg ungsi rumah harta benda habis total
sosial kemanusiaan,terima kasih bang
kebijakan pemerintah,perintah mana
sosial kemanusiaan,kuala simpang aceh tgl des ruh kota nya dampak warga sulit pangan malam gelap bantu minim akses tembus selasa tgl des
sosial kemanusiaan,jadinikit nang
sosial kemanusiaan,simpat rakyat achehucapan takziah keluarga timpa musibah
sosial kemanusiaan,gila si power orang ga salah milih panutan terimakasih respect besar
pembalakan liar,nyata ungkap takut jabat serakah doa orang derita keri biadab jabat ekspose takut
sosial kemanusiaan,semangat nakama bang doa serta mu
alih fungsi hutan,sawit sawit sawit
sosial kemanusiaan,m tangan rakyat bantu sosial m tangan jabat anggar rapat salur
sosial kemanusiaan,kalo bantu perintah tanda tangan warga sabar banjir bencana nasional
sosial kemanusiaan,semangat bang ferry rawan moga allah mudah niat sehat kuat fisikmental yaa allaah tuntas amanah donatur korban dampak aceh sumut sumbar aamiin
kebijakan pemerintah,bencana nasional sii wowo takut budget mbg antekanteknya potong bangsat bin jahanam
sosial kemanusiaan,trimakasih berkah sehat slalu mudah rezkiy tlah bantu korban bencana
sosial kemanusiaan,bang berterimakasih sngat terima kasih abang tim udah ngebantu tolong jaga sehat semangat
sosial kemanusiaan,the real wakil rakyat
sosial kemanusiaan,mudahhan chanel berkah
sosial kemanusiaan,udah emang bener donasilewat bang ferry bener langsung tuju report nya semangat lupa jaga sehat tugas tlah istrirahat obat indonesia butuh sosok gbu rahayu
sosial kemanusiaan,tambahin ramsum bang praktis
sosial kemanusiaan,vlog baik sejarah indonesia
sosial kemanusiaan,negeri orang suasta hebat jabat bantu bencana jabat berani mental peras rakyat
sosial kemanusiaan,sumut sumbar sulit aceh sulit ujung sumatera bantu laut mudah darat aceh parah gunung
sosial kemanusiaan,konten kreator jasa ungkap fakta
sosial kemanusiaan,bg jovi capek lihat video nge gas mas ferry tenang
sosial kemanusiaan,terimakasih ferry rawan rasa duka saudara sana peduli bumn danantara saudara korban bencanamereka rusak alam nikmat hasil rusa
sosial kemanusiaan,jabat kntl liat nyata lapang kek gimana ajg
sosial kemanusiaan,bang fery
sosial kemanusiaan,moga genersi peduli alam alam kakak kandung manusia manusia anak bontot ajar manusia usak hutan
pembalakan liar,color gradinng nya mantap
sosial kemanusiaan,berkah selamat dunia akhirat bang ferry
sosial kemanusiaan,moga korban tabah pelangi badai bang terima kasih hidup
sosial kemanusiaan,bg feerr rincian pngeluaran m kalo kenan up
sosial kemanusiaan,bang fery ksih sarankalau belikan tawas bubuk jernih air pakai ungsi mck
sosial kemanusiaan,keren
kebijakan pemerintah,bang ferry cocok pimpin indonesiamaka hati hati milu dprd dpri bupati gubernur presiden suara mesti contoh musibah mana wakil
sosial kemanusiaan,nang liat video inismg allah kasih mudah kuat korban rawan semua
sosial kemanusiaan,milyar ferry irwandi bencana wilayah luas akses jalanjembatan putus daerah endap lumpur keras ubah tinggi darat tsunami rawan kembali aceh cepat pulih moga rawan
kebijakan pemerintah,yaa allah aja orang manfaat dgn jual bensin harga ga ngotak kl x harga normal maklum krn susah x x harga asli ga perintah ga masyarakat aja manfaat bencana
sosial kemanusiaan,saudara aceh tamiang kec karang tinggal bang tahan sakit malam rumah makan minum tgl air surut sesak napas sulit nyari tabung oksigen qadarullah allah panggil hari kamis november mandi air genang yg ga lumpurnga
sosial kemanusiaan,alhamdulillah
kebijakan pemerintah,mata perintah uang urus rakyat dampak gak mikir kalo pohon sawit tuh akar serabut cuman mikir uang rakyat
sosial kemanusiaan,hidup bang ferry doa baik abang moga kati tuhan serta keluarga amin
komentar biasa,bg ga pake rompi
sosial kemanusiaan,lupa istriahat bg masyarakat aceh harga terima kasih abang laku terimakasih
pembalakan liar,prabowo nya
sosial kemanusiaan,jazakallahu khair ya akh ferry irwandi
sosial kemanusiaan,comcad terjun kah om dedy corbuzier
pembalakan liar,jabat kontol kalo lu muka malu kontol
alih fungsi hutan,kanan kiri sawit sesuai instruksi pres takut deforestasi sawit pohon wkkw
kebijakan pemerintah,sy wakil salah warga negara suku aceh mengucapkanterima kasih ferry n team barakallah smoha allah yg balas smoga perintah msh urat malu betapa rakyat msh bs gerak cepat empati pd
sosial kemanusiaan,terima kasih bang ferry kirim ayam bebek puyuh telur bantu makan hari telur
sosial kemanusiaan,gua lihat gua bilang perintah pusat omong kosong sehat lancar temanteman rawan gerak nama manusia pahlawan sungguh
kebijakan pemerintah,ayo prabowo kerah pusat
sosial kemanusiaan,bahagia akheratnya engkau bahagia dunia
sosial kemanusiaan,sekian kali rakyat bantu rakyat
sosial kemanusiaan,budaya tuh banyak rapat rapat rapat gerak lambat
sosial kemanusiaan,orang orang muda yg pimpin negeri
sosial kemanusiaan,the real jabat
sosial kemanusiaan,citra bebal simpati noh minimal suruh mandi njih
sosial kemanusiaan,buzzer bodok
